index,Label,Side,Label_NoSide
1,patch1_L,L,patch1
2,patch2_L,L,patch2
3,patch3_L,L,patch3
4,patch4_L,L,patch4
5,patch5_L,L,patch5
6,patch6_L,L,patch6
7,patch7_L,L,patch7
